picUrl,name,profileLink,department,deptLink
https://pureportal.coventry.ac.uk//files-asset/51078345/picture_for_profile.jpg,Michael Ajao-Olarinoye,https://pureportal.coventry.ac.uk/en/persons/michael-ajao-olarinoye,Research Centre for Computational Science and Mathematical Modelling,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-computational-science-and-mathematical-modell
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Titilope Ajepe,https://pureportal.coventry.ac.uk/en/persons/titilope-ajepe-2,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Fatai Olanrewaju Ajidagba,https://pureportal.coventry.ac.uk/en/persons/fatai-olanrewaju-ajidagba,Research Centre for Financial & Corporate Integrity,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-financial-corporate-integrity-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Toluwanimi Akaehomen,https://pureportal.coventry.ac.uk/en/persons/toluwanimi-akaehomen,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Nurgul Akhtanova,https://pureportal.coventry.ac.uk/en/persons/nurgul-akhtanova,Research Centre for Financial & Corporate Integrity,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-financial-corporate-integrity-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Khwaja Zia Akhtar,https://pureportal.coventry.ac.uk/en/persons/khwaja-zia-akhtar,Research Centre for Financial & Corporate Integrity,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-financial-corporate-integrity-2
https://pureportal.coventry.ac.uk//files-asset/52660001/photo_Cov.JPG,Damilola Akinniyi,https://pureportal.coventry.ac.uk/en/persons/damilola-akinniyi,"School of Energy, Construction and Environment",https://pureportal.coventry.ac.uk/en/organisations/school-of-energy-construction-and-environment
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Opeoluwa Akinseloyin,https://pureportal.coventry.ac.uk/en/persons/opeoluwa-akinseloyin,Research Centre for Computational Science and Mathematical Modelling,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-computational-science-and-mathematical-modell
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Josiah Akintunde,https://pureportal.coventry.ac.uk/en/persons/josiah-akintunde-2,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Sule Akkoyunlu,https://pureportal.coventry.ac.uk/en/persons/sule-akkoyunlu,"School of Economics, Finance and Accounting",https://pureportal.coventry.ac.uk/en/organisations/school-of-economics-finance-and-accounting
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,George Akomas,https://pureportal.coventry.ac.uk/en/persons/george-akomas,"School of Economics, Finance and Accounting",https://pureportal.coventry.ac.uk/en/organisations/school-of-economics-finance-and-accounting
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Michail Akritidis,https://pureportal.coventry.ac.uk/en/persons/michail-akritidis,Research Centre for Fluid and Complex Systems,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-fluid-and-complex-systems
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,NANA Akuoko,https://pureportal.coventry.ac.uk/en/persons/nana-akuoko-2,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Adewale Alabi,https://pureportal.coventry.ac.uk/en/persons/adewale-alabi,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Isaac Alade,https://pureportal.coventry.ac.uk/en/persons/isaac-alade,School of Strategy and Leadership,https://pureportal.coventry.ac.uk/en/organisations/school-of-strategy-and-leadership
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Shahzad Alam,https://pureportal.coventry.ac.uk/en/persons/shahzad-alam,Centre for Future Transport and Cities,https://pureportal.coventry.ac.uk/en/organisations/centre-for-future-transport-and-cities
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Lara Alamad,https://pureportal.coventry.ac.uk/en/persons/lara-alamad,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//files-asset/44908791/SA_Pic.jpg,Samir Alamad,https://pureportal.coventry.ac.uk/en/persons/samir-alamad,"School of Economics, Finance and Accounting",https://pureportal.coventry.ac.uk/en/organisations/school-of-economics-finance-and-accounting
https://pureportal.coventry.ac.uk//files-asset/55760011/photo_2022_09_04_19_03_05.jpg,Mahsa Alami Fariman,https://pureportal.coventry.ac.uk/en/persons/mahsa-alami-fariman,"School of Energy, Construction and Environment",https://pureportal.coventry.ac.uk/en/organisations/school-of-energy-construction-and-environment
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Saif Faris Ahmad Alatrash,https://pureportal.coventry.ac.uk/en/persons/saif-faris-ahmad-alatrash,Research Centre in Postdigital Cultures,https://pureportal.coventry.ac.uk/en/organisations/research-centre-in-postdigital-cultures
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Khalid Ali Ahmad Mohammed Alawar,https://pureportal.coventry.ac.uk/en/persons/khalid-ali-ahmad-mohammed-alawar,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Manal A I Al Badawi Hashaykeh,https://pureportal.coventry.ac.uk/en/persons/manal-a-i-al-badawi-hashaykeh,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Nahla Juma Khamis Al Balushi,https://pureportal.coventry.ac.uk/en/persons/nahla-juma-khamis-al-balushi,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//files-asset/112678/photo.jpeg,Ammar Al Bazi,https://pureportal.coventry.ac.uk/en/persons/ammar-al-bazi,"Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/organisations/faculty-of-engineering-environment-computing
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Amna Mohammad Hassan Ibrahim Alblooshi,https://pureportal.coventry.ac.uk/en/persons/amna-mohammad-hassan-ibrahim-alblooshi,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Reda Al-Bodour,https://pureportal.coventry.ac.uk/en/persons/reda-al-bodour,"School of Computing, Mathematics and Data Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-computing-mathematics-and-data-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Alsayyid Ahmed Mahmood AL Busiadi,https://pureportal.coventry.ac.uk/en/persons/alsayyid-ahmed-mahmood-al-busiadi,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Maher Aldakkak,https://pureportal.coventry.ac.uk/en/persons/maher-aldakkak,School of Mechanical Engineering,https://pureportal.coventry.ac.uk/en/organisations/school-of-mechanical-engineering
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Tim Aldsworth,https://pureportal.coventry.ac.uk/en/persons/tim-aldsworth,School of Life Sciences,https://pureportal.coventry.ac.uk/en/organisations/school-of-life-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Hend Majed Rashed Alabbar Alfalasi,https://pureportal.coventry.ac.uk/en/persons/hend-majed-rashed-alabbar-alfalasi,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Kholoud Mashour S Al Garni,https://pureportal.coventry.ac.uk/en/persons/kholoud-mashour-s-al-garni,Research Centre for Financial & Corporate Integrity,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-financial-corporate-integrity-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Alaa Alhaj Ismail,https://pureportal.coventry.ac.uk/en/persons/alaa-alhaj-ismail,Research Centre for Financial & Corporate Integrity,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-financial-corporate-integrity-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Emran Ali,https://pureportal.coventry.ac.uk/en/persons/emran-ali,Research Centre for Computational Science and Mathematical Modelling,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-computational-science-and-mathematical-modell
https://pureportal.coventry.ac.uk//files-asset/8187738/personal_photo.jpg,Mustafa Ali,https://pureportal.coventry.ac.uk/en/persons/mustafa-ali,"School of Energy, Construction and Environment",https://pureportal.coventry.ac.uk/en/organisations/school-of-energy-construction-and-environment
https://pureportal.coventry.ac.uk//files-asset/21476067/GetPersonaPhoto_1_.jpg,Rashid Ali,https://pureportal.coventry.ac.uk/en/persons/rashid-ali,School of Future Transport Engineering,https://pureportal.coventry.ac.uk/en/organisations/school-of-future-transport-engineering
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Reza Ali,https://pureportal.coventry.ac.uk/en/persons/reza-ali,School of Future Transport Engineering,https://pureportal.coventry.ac.uk/en/organisations/school-of-future-transport-engineering
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Mabel Alkali,https://pureportal.coventry.ac.uk/en/persons/mabel-alkali,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Ibrahim Alkhataybeh,https://pureportal.coventry.ac.uk/en/persons/ibrahim-alkhataybeh,"School of Economics, Finance and Accounting",https://pureportal.coventry.ac.uk/en/organisations/school-of-economics-finance-and-accounting
https://pureportal.coventry.ac.uk//files-asset/31545207/khaled4.png,Khaled Al Khudir,https://pureportal.coventry.ac.uk/en/persons/khaled-al-khudir,School of Mechanical Engineering,https://pureportal.coventry.ac.uk/en/organisations/school-of-mechanical-engineering
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Fahimeh Allahi,https://pureportal.coventry.ac.uk/en/persons/fahimeh-allahi,School of Strategy and Leadership,https://pureportal.coventry.ac.uk/en/organisations/school-of-strategy-and-leadership
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Charlotte Allen,https://pureportal.coventry.ac.uk/en/persons/charlotte-allen,"Research Centre for Arts, Memory and Communities",https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-arts-memory-and-communities
https://pureportal.coventry.ac.uk//files-asset/37777468/4176_423014.jpg,John Allen,https://pureportal.coventry.ac.uk/en/persons/john-allen,Centre for Intelligent Healthcare,https://pureportal.coventry.ac.uk/en/organisations/centre-for-intelligent-healthcare
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Sayeda Mubarak Ali Mubarak Almansoori,https://pureportal.coventry.ac.uk/en/persons/sayeda-mubarak-ali-mubarak-almansoori,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Khulood Almarzooqi,https://pureportal.coventry.ac.uk/en/persons/khulood-almarzooqi,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Abdulla Rashed Sultan Bin Qaba Almheiri,https://pureportal.coventry.ac.uk/en/persons/abdulla-rashed-sultan-bin-qaba-almheiri,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//files-asset/56031056/DSC_4117_3_small.jpg,Tariq Al Montaser,https://pureportal.coventry.ac.uk/en/persons/tariq-al-montaser,"School of Economics, Finance and Accounting",https://pureportal.coventry.ac.uk/en/organisations/school-of-economics-finance-and-accounting
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Eman Abdulla Abdulrahman Abdulrahim Almulla,https://pureportal.coventry.ac.uk/en/persons/eman-abdulla-abdulrahman-abdulrahim-almulla,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//files-asset/59977642/Bob_s_Profile_Picture_1Mb.jpg,Akinboboye Alonge,https://pureportal.coventry.ac.uk/en/persons/akinboboye-alonge,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Khaled Nagi Hussin Alosaimi,https://pureportal.coventry.ac.uk/en/persons/khaled-nagi-hussin-alosaimi,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//files-asset/56128756/5869415E_B708_4578_8263_9FE5194EB1F3.jpeg,"Mansour Qubeissi, SFHEA",https://pureportal.coventry.ac.uk/en/persons/m-al-qubeissi,School of Mechanical Engineering,https://pureportal.coventry.ac.uk/en/organisations/school-of-mechanical-engineering
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Mazin Mahmood Ahmed Al Raisi,https://pureportal.coventry.ac.uk/en/persons/mazin-mahmood-ahmed-al-raisi,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Mohammad A M A H A A Alrefae,https://pureportal.coventry.ac.uk/en/persons/mohammad-a-m-a-h-a-a-alrefae,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//files-asset/54425279/Loai_s_Photo.jpg,Loai Alsaid,https://pureportal.coventry.ac.uk/en/persons/loai-alsaid,"School of Economics, Finance and Accounting",https://pureportal.coventry.ac.uk/en/organisations/school-of-economics-finance-and-accounting
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Farah Al-Sallami,https://pureportal.coventry.ac.uk/en/persons/farah-al-sallami,School of Future Transport Engineering,https://pureportal.coventry.ac.uk/en/organisations/school-of-future-transport-engineering
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Ali Al Shakarchi,https://pureportal.coventry.ac.uk/en/persons/ali-al-shakarchi,"School of Computing, Mathematics and Data Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-computing-mathematics-and-data-sciences
https://pureportal.coventry.ac.uk//files-asset/28557956/pic2.png,Sian Alsop,https://pureportal.coventry.ac.uk/en/persons/sian-alsop,Centre Global Learning,https://pureportal.coventry.ac.uk/en/organisations/centre-global-learning
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Marwan Alssadek,https://pureportal.coventry.ac.uk/en/persons/marwan-alssadek,"School of Economics, Finance and Accounting",https://pureportal.coventry.ac.uk/en/organisations/school-of-economics-finance-and-accounting
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Wafaa Al-Tameemi,https://pureportal.coventry.ac.uk/en/persons/wafaa-al-tameemi,School of Life Sciences,https://pureportal.coventry.ac.uk/en/organisations/school-of-life-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Faisal Ali Al Yahyaee,https://pureportal.coventry.ac.uk/en/persons/faisal-ali-al-yahyaee,Centre for Future Transport and Cities,https://pureportal.coventry.ac.uk/en/organisations/centre-for-future-transport-and-cities
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Sultan Saeed Ali Amer Al Zaidi,https://pureportal.coventry.ac.uk/en/persons/sultan-saeed-ali-amer-al-zaidi,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Eric Nkemdirim Sunny Amaechi,https://pureportal.coventry.ac.uk/en/persons/eric-amaechi,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Ajuma Amanyi-Enegela,https://pureportal.coventry.ac.uk/en/persons/ajuma-amanyi-enegela,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Misbah Ameen-Khan,https://pureportal.coventry.ac.uk/en/persons/misbah-ameen-khan-2,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Mohamed Farouk Sayed Moursy Amer,https://pureportal.coventry.ac.uk/en/persons/mohamed-farouk-sayed-moursy-amer,Centre for Manufacturing and Materials,https://pureportal.coventry.ac.uk/en/organisations/centre-for-manufacturing-and-materials
https://pureportal.coventry.ac.uk//files-asset/23539902/photo.jpg,Taz Amietszajew,https://pureportal.coventry.ac.uk/en/persons/taz-amietszajew,Centre for E-Mobility and Clean Growth,https://pureportal.coventry.ac.uk/en/organisations/centre-for-e-mobility-and-clean-growth
https://pureportal.coventry.ac.uk//files-asset/31574235/MSR_AMIN.jpg,Shohel Amin,https://pureportal.coventry.ac.uk/en/persons/shohel-amin,"School of Energy, Construction and Environment",https://pureportal.coventry.ac.uk/en/organisations/school-of-energy-construction-and-environment
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Emily Amini,https://pureportal.coventry.ac.uk/en/persons/emily-amini,"Centre for Agroecology, Water and Resilience",https://pureportal.coventry.ac.uk/en/organisations/centre-for-agroecology-water-and-resilience-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Abraham Amlogu,https://pureportal.coventry.ac.uk/en/persons/abraham-amlogu,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//files-asset/56467211/296277362_10159800738022696_8899368250812393572_n.jpg,Francesca Romana Ammaturo,https://pureportal.coventry.ac.uk/en/persons/francesca-romana-ammaturo,School of Humanities,https://pureportal.coventry.ac.uk/en/organisations/school-of-humanities
https://pureportal.coventry.ac.uk//files-asset/30389861/Dr_Isaac_Oduro_Amoako.jpg,Isaac Amoako,https://pureportal.coventry.ac.uk/en/persons/isaac-amoako,International Centre for Transformational Entrepreneurship,https://pureportal.coventry.ac.uk/en/organisations/international-centre-for-transformational-entrepreneurship-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Christabell Amoakoh,https://pureportal.coventry.ac.uk/en/persons/christabell-amoakoh-2,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/organisations/faculty-of-business-law
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Abdullateef Amusa,https://pureportal.coventry.ac.uk/en/persons/abdullateef-amusa,School of Strategy and Leadership,https://pureportal.coventry.ac.uk/en/organisations/school-of-strategy-and-leadership
https://pureportal.coventry.ac.uk//files-asset/51411333/Screen_Shot_2022_01_20_at_12.07.00.png,"Jessica An, PhD",https://pureportal.coventry.ac.uk/en/persons/xiaojue-an,School of Strategy and Leadership,https://pureportal.coventry.ac.uk/en/organisations/school-of-strategy-and-leadership
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Kusha Anand,https://pureportal.coventry.ac.uk/en/persons/kusha-anand,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Rachid Anane,https://pureportal.coventry.ac.uk/en/persons/rachid-anane,"School of Computing, Mathematics and Data Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-computing-mathematics-and-data-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Ragunath Anantharasa,https://pureportal.coventry.ac.uk/en/persons/ragunath-anantharasa,"School of Psychological, Social and Behavioural Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-psychological-social-and-behavioural-sciences
https://pureportal.coventry.ac.uk//files-asset/45022843/A1_Copy.jpg,A Anbalagan,https://pureportal.coventry.ac.uk/en/persons/a-anbalagan,Centre for Manufacturing and Materials,https://pureportal.coventry.ac.uk/en/organisations/centre-for-manufacturing-and-materials
https://pureportal.coventry.ac.uk//files-asset/19300041/Anderson.jpg,Daniel Anderson,https://pureportal.coventry.ac.uk/en/persons/daniel-anderson-2,"Research Centre for Arts, Memory and Communities",https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-arts-memory-and-communities
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Sharon Andrews,https://pureportal.coventry.ac.uk/en/persons/sharon-andrews,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//files-asset/9911503/pic3asmall.jpg,Panagiotis Andrikopoulos,https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,Research Centre for Financial & Corporate Integrity,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-financial-corporate-integrity-2
https://pureportal.coventry.ac.uk//files-asset/46198166/Dimitar_Angelov_2012_revised_1.jpg,Dimitar Angelov,https://pureportal.coventry.ac.uk/en/persons/dimitar-angelov,Centre Global Learning,https://pureportal.coventry.ac.uk/en/organisations/centre-global-learning
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Christopher Aniche,https://pureportal.coventry.ac.uk/en/persons/christopher-aniche,Research Centre for Financial & Corporate Integrity,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-financial-corporate-integrity-2
https://pureportal.coventry.ac.uk//files-asset/8383504/Passport_Photo_28_March_2017.jpg.jpg,Babatunde Anifowose,https://pureportal.coventry.ac.uk/en/persons/babatunde-anifowose,"School of Energy, Construction and Environment",https://pureportal.coventry.ac.uk/en/organisations/school-of-energy-construction-and-environment
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Nancy Annan,https://pureportal.coventry.ac.uk/en/persons/nancy-annan-2,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Emmanuel Antwi,https://pureportal.coventry.ac.uk/en/persons/emmanuel-antwi,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Ihechiluru Fortune Chinatu Anya,https://pureportal.coventry.ac.uk/en/persons/ihechiluru-fortune-chinatu-anya,Centre for E-Mobility and Clean Growth,https://pureportal.coventry.ac.uk/en/organisations/centre-for-e-mobility-and-clean-growth
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Gogo Anyanwu,https://pureportal.coventry.ac.uk/en/persons/gogo-anyanwu,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//files-asset/52903138/head_shot_LA.png,Lucy Aphramor,https://pureportal.coventry.ac.uk/en/persons/lucy-aphramor,"Centre for Agroecology, Water and Resilience",https://pureportal.coventry.ac.uk/en/organisations/centre-for-agroecology-water-and-resilience-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Evangelos Symeon Apostolopoulos,https://pureportal.coventry.ac.uk/en/persons/evangelos-symeon-apostolopoulos,Centre for Manufacturing and Materials,https://pureportal.coventry.ac.uk/en/organisations/centre-for-manufacturing-and-materials
https://pureportal.coventry.ac.uk//files-asset/12328911/Jaguar_6th_Oct_16_RKP.JPG,Lindsey Appleyard,https://pureportal.coventry.ac.uk/en/persons/lindsey-appleyard,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Abdullahi Arabo,https://pureportal.coventry.ac.uk/en/persons/abdullahi-arabo,"School of Computing, Mathematics and Data Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-computing-mathematics-and-data-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Ana Carolina Araujo Lascano,https://pureportal.coventry.ac.uk/en/persons/ana-carolina-araujo-lascano,Centre for Manufacturing and Materials,https://pureportal.coventry.ac.uk/en/organisations/centre-for-manufacturing-and-materials
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Oussama Arbouche,https://pureportal.coventry.ac.uk/en/persons/oussama-arbouche,Centre for Manufacturing and Materials,https://pureportal.coventry.ac.uk/en/organisations/centre-for-manufacturing-and-materials
